"replication","eta","seed","source","source_label","method","RMSE","MAE","Coverage95","Width95","CalibrationMAE","CRPS","NLPD"
15,0.01,21661387,"edge","Moving-edge source","RBF",0.219560633750356,0.162087109036631,0.739440809042237,0.399141329188178,0.220673334324807,0.125413038916167,1.831296451725
15,0.01,21661387,"edge","Moving-edge source","Matern 0.5",0.199624712868303,0.144286133930468,0.913741820345033,0.765945949082531,0.0506703599048186,0.108050093334544,-0.195935709132453
15,0.01,21661387,"edge","Moving-edge source","Matern 1.5",0.206736549212889,0.149828461082494,0.814396192742415,0.494592080415207,0.115676308744795,0.113266044805447,0.325700732397799
15,0.01,21661387,"edge","Moving-edge source","Matern 2.5",0.210559778939014,0.153287529838863,0.784057108863772,0.447672454055841,0.157838712076145,0.116962951049676,0.752960086000245
15,0.01,21661387,"sine","Sine-cosine source","RBF",0.0570700268568252,0.0417993270237123,0.774538964901844,0.127082021447536,0.198588265913147,0.0306497343153013,-1.33863239727809
15,0.01,21661387,"sine","Sine-cosine source","Matern 0.5",0.0803348531490367,0.0607585819365835,0.998215348007139,0.537373888171709,0.140198170731707,0.0484252244273202,-0.920895616982612
15,0.01,21661387,"sine","Sine-cosine source","Matern 1.5",0.0680696978057831,0.0510010428628547,0.930398572278406,0.226216691190215,0.0255513831052945,0.0358383996823235,-1.38857973760621
15,0.01,21661387,"sine","Sine-cosine source","Matern 2.5",0.0638229516459162,0.0470613189636169,0.88459250446163,0.175878430869479,0.0912860648423557,0.0334949465596824,-1.42404708347639
15,0.01,21661387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0482539376576157,0.0109524454961818,NA,NA,NA,NA,NA
15,0.01,21661387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0638985816804605,0.03069607389736,NA,NA,NA,NA,NA
15,0.01,21661387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0632973600608502,0.0315667837034253,NA,NA,NA,NA,NA
15,0.01,21661387,"ring","Ring-shaped source","Tikhonov discrepancy",0.186421142345863,0.113231843232791,NA,NA,NA,NA,NA
15,0.01,21661387,"edge","Moving-edge source","Tikhonov discrepancy",0.307617811490754,0.207792394105976,NA,NA,NA,NA,NA
15,0.01,21661387,"sine","Sine-cosine source","Tikhonov discrepancy",0.195770450105031,0.108704601461403,NA,NA,NA,NA,NA
16,0.01,21761387,"spike","Hidden narrow spike","RBF",0.0438979106820957,0.013566809967759,0.94824509220702,0.10629188679289,0.130697129684711,0.0139020839711871,-1.12625577709493
16,0.01,21761387,"spike","Hidden narrow spike","Matern 0.5",0.0454218297430411,0.0121038853002774,0.976204640095181,0.175329667301738,0.16045248364069,0.0162408717674847,-1.66337048301206
16,0.01,21761387,"spike","Hidden narrow spike","Matern 1.5",0.0442534271025245,0.0130955216215588,0.962522308149911,0.138143308238953,0.146617712671029,0.0149131566662691,-1.58917234788085
16,0.01,21761387,"spike","Hidden narrow spike","Matern 2.5",0.0440693269233828,0.0133067486434168,0.958358120166568,0.126624360428059,0.14111503569304,0.0145381930774558,-1.49336430429483
16,0.01,21761387,"mixture","Broad plus sharp source","RBF",0.0699543756671258,0.0378494861506232,0.87150505651398,0.131644171197269,0.0912117043426532,0.029132322281525,1.2407953982644
16,0.01,21761387,"mixture","Broad plus sharp source","Matern 0.5",0.062799358286961,0.0383753797888436,0.983938132064248,0.325433965380576,0.144213637715645,0.0314720704592182,-1.24857507821441
16,0.01,21761387,"mixture","Broad plus sharp source","Matern 1.5",0.0659606461709129,0.0372874869789301,0.941106484235574,0.186265235644099,0.0552955829863176,0.0279365263408226,-0.852711337390103
16,0.01,21761387,"mixture","Broad plus sharp source","Matern 2.5",0.0673823650126933,0.0373518399896644,0.925044616299821,0.16021917213917,0.0232313355145747,0.0280243716562593,-0.309934127961221
16,0.01,21761387,"dipole","Positive-negative dipole","RBF",0.037174568798249,0.0228459627059067,0.953004164187983,0.187795732033078,0.0956807703747769,0.0202729642783169,-1.32981837146038
16,0.01,21761387,"dipole","Positive-negative dipole","Matern 0.5",0.0412517973155911,0.0208510677291784,0.991671624033314,0.48406791011289,0.178716909577632,0.0337566733564704,-1.11652041152177
16,0.01,21761387,"dipole","Positive-negative dipole","Matern 1.5",0.0347428780891217,0.0194453726082101,0.981558596073766,0.30627545390694,0.164244869125521,0.0236950313193432,-1.51318116916531
16,0.01,21761387,"dipole","Positive-negative dipole","Matern 2.5",0.0348464424077555,0.0200478267430275,0.979773944080904,0.259414185388634,0.150711258179655,0.0217325802018661,-1.59587852137466
16,0.01,21761387,"ring","Ring-shaped source","RBF",0.16413661829243,0.109240464203288,0.691255205234979,0.284296806793892,0.184831573468174,0.0919185542183276,2.38050995902416
16,0.01,21761387,"ring","Ring-shaped source","Matern 0.5",0.163051822125343,0.106921975313495,0.904223676383105,0.585413843993348,0.0614526323616895,0.0865357687002692,-0.337658904666797
16,0.01,21761387,"ring","Ring-shaped source","Matern 1.5",0.162128851148472,0.107543761400677,0.791790600832838,0.394787890685952,0.0979636377156454,0.0873970197273407,0.233541701919207
16,0.01,21761387,"ring","Ring-shaped source","Matern 2.5",0.162643888172411,0.107933972926514,0.759071980963712,0.349661499684093,0.123261079714456,0.0887035915723362,0.718278720614169
16,0.01,21761387,"edge","Moving-edge source","RBF",0.223989755144778,0.163106669184993,0.659131469363474,0.333511704415734,0.287969586555622,0.13076540759811,3.41141553771196
16,0.01,21761387,"edge","Moving-edge source","Matern 0.5",0.200676020223635,0.149008956694938,0.89708506841166,0.669942329687522,0.0337607822724569,0.108541830294212,-0.163997317184885
16,0.01,21761387,"edge","Moving-edge source","Matern 1.5",0.209779530560632,0.152946794539343,0.761451516954194,0.413563694694048,0.182228955978584,0.11764622824629,0.859579650892112
16,0.01,21761387,"edge","Moving-edge source","Matern 2.5",0.214153231077688,0.155574936538351,0.718619869125521,0.370593226344545,0.227960663295657,0.122019922979931,1.63749314892018
16,0.01,21761387,"sine","Sine-cosine source","RBF",0.0468555163744645,0.0387982207584499,0.728732897085068,0.146633964612996,0.193680472932778,0.0288146811758007,-1.09636338910155
16,0.01,21761387,"sine","Sine-cosine source","Matern 0.5",0.0742211140468019,0.0590393584672909,0.997620464009518,0.602485041384746,0.159383179654967,0.0495383745881278,-0.844467700380883
16,0.01,21761387,"sine","Sine-cosine source","Matern 1.5",0.052325898705218,0.0418012647552362,0.976204640095181,0.263227961307192,0.0537169095776324,0.0303898048881631,-1.48128179286937
16,0.01,21761387,"sine","Sine-cosine source","Matern 2.5",0.0479786444978989,0.0388889783281812,0.911362284354551,0.205294730346441,0.024287254610351,0.0281577807504037,-1.53520347234382
16,0.01,21761387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0480073649079271,0.011108729400546,NA,NA,NA,NA,NA
16,0.01,21761387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0618518883870685,0.0288634929200343,NA,NA,NA,NA,NA
16,0.01,21761387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0625715693077741,0.030184502286888,NA,NA,NA,NA,NA
16,0.01,21761387,"ring","Ring-shaped source","Tikhonov discrepancy",0.187925757589504,0.113962615684796,NA,NA,NA,NA,NA
16,0.01,21761387,"edge","Moving-edge source","Tikhonov discrepancy",0.31483223535252,0.210399527430379,NA,NA,NA,NA,NA
16,0.01,21761387,"sine","Sine-cosine source","Tikhonov discrepancy",0.19290017596402,0.108171723884364,NA,NA,NA,NA,NA
17,0.01,21861387,"spike","Hidden narrow spike","RBF",0.0447182206039438,0.0138837773976592,0.941106484235574,0.0955946737504973,0.124673929208804,0.0135737348061852,-0.7417647727256
17,0.01,21861387,"spike","Hidden narrow spike","Matern 0.5",0.0458921826298019,0.0124368125764289,0.9738251041047,0.163131277598715,0.158147308149911,0.0157681504801731,-1.63837801545778
17,0.01,21861387,"spike","Hidden narrow spike","Matern 1.5",0.044882626732999,0.0134937285837054,0.96133254015467,0.126359084041729,0.142676606186794,0.0145023841426645,-1.4731736533987
17,0.01,21861387,"spike","Hidden narrow spike","Matern 2.5",0.0447438264669858,0.0137193339015178,0.955383700178465,0.115407085862022,0.136430324211779,0.0141710882845808,-1.31934281454225
17,0.01,21861387,"mixture","Broad plus sharp source","RBF",0.0680896209950462,0.0317207488110106,0.879833432480666,0.127543401582605,0.0456287180249851,0.0249977730234845,1.5650530439857
17,0.01,21861387,"mixture","Broad plus sharp source","Matern 0.5",0.0617784184266238,0.0318717681378094,0.989886972040452,0.327222990788598,0.154921549672814,0.0296334696132654,-1.24677676737816
17,0.01,21861387,"mixture","Broad plus sharp source","Matern 1.5",0.0645170525777696,0.0302582546480322,0.952409280190363,0.186166446523239,0.0808830309339679,0.0248035672473857,-0.838238419958899
17,0.01,21861387,"mixture","Broad plus sharp source","Matern 2.5",0.0658005356854248,0.0304139154433739,0.924449732302201,0.158638696861339,0.0581956424747174,0.0244769171394926,-0.244615192914606
17,0.01,21861387,"dipole","Positive-negative dipole","RBF",0.0381406300784599,0.0254292412909708,0.964306960142772,0.23161737444162,0.11204008030934,0.0226306361941735,-1.51217209494342
17,0.01,21861387,"dipole","Positive-negative dipole","Matern 0.5",0.0415134644710497,0.0222139584053362,0.992861392028554,0.508958734353287,0.180501561570494,0.0351967552033213,-1.0720391923451
17,0.01,21861387,"dipole","Positive-negative dipole","Matern 1.5",0.0356868677000116,0.0219541654633313,0.98750743604997,0.339451770403794,0.16585254312909,0.0257945666017682,-1.43605772763382
17,0.01,21861387,"dipole","Positive-negative dipole","Matern 2.5",0.035923614030856,0.0228122431695581,0.979773944080904,0.295566506521295,0.152124107674004,0.0240315056937359,-1.52429885460358
17,0.01,21861387,"ring","Ring-shaped source","RBF",0.161120458181066,0.101885041572127,0.710291493158834,0.306228095316217,0.152930919095776,0.087878981073512,1.70035636987863
17,0.01,21861387,"ring","Ring-shaped source","Matern 0.5",0.162115182778458,0.101129412553246,0.898274836406901,0.585721822258448,0.0688886823319453,0.0852416644449372,-0.340523897662093
17,0.01,21861387,"ring","Ring-shaped source","Matern 1.5",0.160521966143702,0.101164903779381,0.806067816775729,0.406631538701813,0.0984098007138608,0.0849770779895467,0.147494353338086
17,0.01,21861387,"ring","Ring-shaped source","Matern 2.5",0.160692762555369,0.101407439824156,0.767995240928019,0.365152322455715,0.115587076145152,0.0858292668310127,0.53013545775786
17,0.01,21861387,"edge","Moving-edge source","RBF",0.21537262499468,0.148009263987472,0.721594289113623,0.364408575226183,0.203496058893516,0.120283351350368,2.54205375982267
17,0.01,21861387,"edge","Moving-edge source","Matern 0.5",0.187172920355775,0.123524831352031,0.915526472337894,0.742676682690235,0.0819761302795955,0.0980682590371945,-0.258863891866662
17,0.01,21861387,"edge","Moving-edge source","Matern 1.5",0.19507860769423,0.127966966530856,0.821534800713861,0.463274675221536,0.0822140838786437,0.102032903707495,0.307361905051157
17,0.01,21861387,"edge","Moving-edge source","Matern 2.5",0.200285386933322,0.132919730689349,0.79476502082094,0.41518278507363,0.120435380725758,0.106801813601495,0.852618011920126
17,0.01,21861387,"sine","Sine-cosine source","RBF",0.0602024349626669,0.0451104579737402,0.818560380725758,0.143772621064029,0.181039187983343,0.0322940447863218,-1.3350178661752
17,0.01,21861387,"sine","Sine-cosine source","Matern 0.5",0.0874529376162571,0.0656383196518097,0.998810232004759,0.583719976438129,0.139157123735872,0.0524577237107523,-0.842640615357758
17,0.01,21861387,"sine","Sine-cosine source","Matern 1.5",0.067123390593159,0.0493852330543078,0.949434860202261,0.255101446373987,0.0302821980963712,0.0346846344404435,-1.4396045293542
17,0.01,21861387,"sine","Sine-cosine source","Matern 2.5",0.0626939080337018,0.0470010504649569,0.916121356335515,0.199305463883596,0.042951740035693,0.0326003399287627,-1.50555285271513
17,0.01,21861387,"spike","Hidden narrow spike","Tikhonov discrepancy",0.0484023126936563,0.011202187927104,NA,NA,NA,NA,NA
17,0.01,21861387,"mixture","Broad plus sharp source","Tikhonov discrepancy",0.0637936162658282,0.0305419645047422,NA,NA,NA,NA,NA
17,0.01,21861387,"dipole","Positive-negative dipole","Tikhonov discrepancy",0.0620269460173332,0.0306032469311626,NA,NA,NA,NA,NA
17,0.01,21861387,"ring","Ring-shaped source","Tikhonov discrepancy",0.185292111335963,0.11066781690977,NA,NA,NA,NA,NA
17,0.01,21861387,"edge","Moving-edge source","Tikhonov discrepancy",0.304977293863917,0.198993174402595,NA,NA,NA,NA,NA
17,0.01,21861387,"sine","Sine-cosine source","Tikhonov discrepancy",0.19642573157997,0.109714153926053,NA,NA,NA,NA,NA
18,0.01,21961387,"spike","Hidden narrow spike","RBF",0.0446500681502678,0.0134343363894899,0.938726948245092,0.0918327624191384,0.126458581201666,0.0133120417998072,-0.593235901865063
18,0.01,21961387,"spike","Hidden narrow spike","Matern 0.5",0.0457826041240995,0.012276913547474,0.9738251041047,0.160014318649824,0.157180621653777,0.0155910596027904,-1.63488376205661
18,0.01,21961387,"spike","Hidden narrow spike","Matern 1.5",0.0447214738643923,0.0132237150179644,0.958953004164188,0.123611968030958,0.141263756692445,0.0143275158695262,-1.45006989519045
18,0.01,21961387,"spike","Hidden narrow spike","Matern 2.5",0.0445680898032033,0.0134023868690727,0.952409280190363,0.112933451270743,0.134868753718025,0.0140011665822989,-1.28536427210554
18,0.01,21961387,"mixture","Broad plus sharp source","RBF",0.0674404268586382,0.0294378225744524,0.89708506841166,0.138960983218755,0.0705989738251041,0.0240102860401736,0.903911423124034
18,0.01,21961387,"mixture","Broad plus sharp source","Matern 0.5",0.0601655942768286,0.0325638700108178,0.991671624033314,0.343962315987556,0.1632499256395,0.0300755727583983,-1.24363705699904
18,0.01,21961387,"mixture","Broad plus sharp source","Matern 1.5",0.0630280675540026,0.0294627746184347,0.951219512195122,0.199423289020424,0.111222114812612,0.0243275483391318,-0.992793760632622
18,0.01,21961387,"mixture","Broad plus sharp source","Matern 2.5",0.0645057424011008,0.0289396620540438,0.932183224271267,0.171414116155394,0.0992426383105294,0.0237114533958065,-0.545140336824629
18,0.01,21961387,"dipole","Positive-negative dipole","RBF",0.037986499878824,0.0230876666114104,0.965496728138013,0.21020915805909,0.109288741820345,0.0211563870493177,-1.45621558497108
18,0.01,21961387,"dipole","Positive-negative dipole","Matern 0.5",0.0422662329268222,0.0213551551686662,0.990481856038073,0.491365846408924,0.178568188578227,0.0343116955918716,-1.1006017880449
18,0.01,21961387,"dipole","Positive-negative dipole","Matern 1.5",0.0357203774715716,0.020172349003495,0.983938132064248,0.321068380525686,0.168037254610351,0.0245876775648075,-1.4752042635502
18,0.01,21961387,"dipole","Positive-negative dipole","Matern 2.5",0.0358480819644335,0.0207746920963766,0.978584176085663,0.276334416299017,0.157031900654372,0.0226983211688638,-1.55963374657024
18,0.01,21961387,"ring","Ring-shaped source","RBF",0.162398712628997,0.109482749906968,0.694824509220702,0.292589653138721,0.182080234979179,0.0916740489633446,2.11448354966946
18,0.01,21961387,"ring","Ring-shaped source","Matern 0.5",0.159819569313368,0.105137448175498,0.908387864366449,0.6014813186084,0.0630142028554432,0.0852782340228378,-0.369460427130286
18,0.01,21961387,"ring","Ring-shaped source","Matern 1.5",0.159560503408367,0.106621781822715,0.785841760856633,0.40425966393026,0.10041753420583,0.0863671158101571,0.136258499454542
18,0.01,21961387,"ring","Ring-shaped source","Matern 2.5",0.160382373906373,0.107438480250828,0.751933372992266,0.358155138751988,0.120435380725758,0.0879327032769438,0.586407937466095
18,0.01,21961387,"edge","Moving-edge source","RBF",0.215584209090058,0.154935519288496,0.713860797144557,0.394200663970648,0.218219437834622,0.122670593942372,1.88102075485005
18,0.01,21961387,"edge","Moving-edge source","Matern 0.5",0.194933015717692,0.136432624873583,0.92325996430696,0.784528366805251,0.0555037923854848,0.104792015523577,-0.220494908778551
18,0.01,21961387,"edge","Moving-edge source","Matern 1.5",0.204058195525164,0.143793820140686,0.817370612730518,0.497301896142402,0.106753048780488,0.110816657711917,0.286210243838736
18,0.01,21961387,"edge","Moving-edge source","Matern 2.5",0.208043384503005,0.147205429497124,0.778703152885187,0.445803352560236,0.148841091612136,0.114804317483737,0.744981764717688
18,0.01,21961387,"sine","Sine-cosine source","RBF",0.0603748181749395,0.0427815070370454,0.854848304580607,0.153843622912457,0.119914857227841,0.0307807862626389,-1.50295082345951
18,0.01,21961387,"sine","Sine-cosine source","Matern 0.5",0.09103314520598,0.0682501431273945,0.994646044021416,0.542510778414097,0.117369497323022,0.0528697578580277,-0.867358760539225
